"Ensembl_ID","Gene_Symbol","ENTREZID","logFC","t","adj.P.Val"
"ENSG00000198542","ITGBL1","9358",0.426972517301865,16.077701127971,3.22532554640826e-49
"ENSG00000178033","FAM26E","254228",0.458412134536968,16.0499239240211,4.45617401676988e-49
"ENSG00000130224","LRCH2","57631",0.404838336736277,16.0499186803243,4.45617401676988e-49
"ENSG00000101825","MXRA5","25878",0.37411061466634,16.0107194791142,7.15409652759741e-49
"ENSG00000164220","F2RL2","2151",0.634004890661573,15.982487564393,1.00308093658723e-48
"ENSG00000140937","CDH11","1009",0.494071279474923,15.9706403050538,1.14957999049152e-48
"ENSG00000133110","POSTN","10631",0.37857595895227,15.9655825913217,1.21201235218215e-48
"ENSG00000072952","MRVI1","10335",0.45276411275029,15.9474725063699,1.5002854523865e-48
"ENSG00000164692","COL1A2","1278",0.418379185508646,15.9384631758576,1.6606455858984e-48
"ENSG00000105974","CAV1","857",0.389808089838408,15.9222970122569,2.00708242240319e-48
"ENSG00000113578","FGF1","2246",0.377219364578341,15.8971367219771,2.70872433716285e-48
"ENSG00000124491","F13A1","2162",0.667440700956413,15.8295267111823,6.14727031556072e-48
"ENSG00000153246","PLA2R1","22925",0.327080830403005,15.8273161661964,6.26044591664164e-48
"ENSG00000149534","MS4A2","2206",0.600004288561513,15.8208748900281,6.71496271853834e-48
"ENSG00000115602","IL1RL1","9173",0.593902864871384,15.8110243265656,7.50001344372657e-48
"ENSG00000079337","RAPGEF3","10411",0.516642960185605,15.8104273213211,7.50001344372657e-48
"ENSG00000179954","SSC5D","284297",0.618794475602557,15.7657701832478,1.28351877839736e-47
"ENSG00000118777","ABCG2","9429",0.573119545978165,15.7599913339057,1.36579247358289e-47
"ENSG00000169291","SHE","126669",0.435056629428747,15.7582318058841,1.38382344399586e-47
"ENSG00000197380","DACT3","147906",0.434142095859321,15.7554156931831,1.42039261628855e-47
"ENSG00000255642","PABPC1P4",NA,0.50438086593316,15.7425229292841,1.64883370651778e-47
"ENSG00000050628","PTGER3","5733",0.576932742816387,15.733137908377,1.83384031135514e-47
"ENSG00000159433","STARD9","57519",0.448378410837869,15.7231335945249,2.05512811381108e-47
"ENSG00000175857","GAPT","202309",0.508487024887765,15.7219177342019,2.06914004402943e-47
"ENSG00000108821","COL1A1","1277",0.423351199079542,15.7166562344265,2.17651525574493e-47
"ENSG00000131471","AOC3","8639",0.444892849199105,15.7164667708011,2.17651525574493e-47
"ENSG00000171812","COL8A2","1296",0.602861739205406,15.7104529839299,2.32378096916809e-47
"ENSG00000143387","CTSK","1513",0.569532606004807,15.6847014676639,3.15559702245253e-47
"ENSG00000163106","HPGDS","27306",0.516007175925239,15.6342431809472,5.78604833728088e-47
